,DDEC,EQeq,Qeq
0,1.772904,0.53700,0.50915
1,1.77292,0.53700,0.50915
2,1.772879,0.53800,0.50915
3,1.772907,0.53800,0.50915
4,1.772923,0.53800,0.50915
5,1.772881,0.53800,0.50915
6,1.772904,0.53700,0.50915
7,1.77292,0.53700,0.50915
8,1.772879,0.53800,0.50915
9,1.772907,0.53800,0.50915
10,1.772923,0.53800,0.50915
11,1.772881,0.53800,0.50915
12,1.548999,0.52000,0.559289
13,1.603384,0.53300,0.559289
14,1.560108,0.55200,0.559289
15,1.548999,0.52000,0.559289
16,1.603384,0.53400,0.559289
17,1.560108,0.53300,0.559289
18,1.548998,0.51200,0.559289
19,1.603384,0.54000,0.559289
20,1.560108,0.52800,0.559289
21,1.548998,0.51100,0.559289
22,1.603384,0.54000,0.559289
23,1.560108,0.52600,0.559289
24,1.548999,0.51200,0.559289
25,1.603384,0.54000,0.559289
26,1.560107,0.52800,0.559289
27,1.548999,0.51000,0.559289
28,1.603384,0.54000,0.559289
29,1.560107,0.52600,0.559289
30,1.548999,0.52000,0.559289
31,1.603383,0.53600,0.559289
32,1.560107,0.51400,0.559289
33,1.548999,0.52000,0.559289
34,1.603383,0.53200,0.559289
35,1.560107,0.53300,0.559289
36,1.744313,0.51100,0.559289
37,1.744313,0.55100,0.559289
38,1.744313,0.55100,0.559289
39,1.744313,0.55100,0.559289
40,1.622611,0.56400,1.00759
41,1.622611,0.76200,1.00759
42,1.622611,0.55700,1.00759
43,1.622611,0.36800,1.00759
44,1.984982,0.83100,1.77159
45,2.024252,0.78100,1.77159
46,1.887099,0.72600,1.77159
47,1.984982,0.82100,1.77159
48,2.024252,0.77700,1.77159
49,1.887099,0.71500,1.77159
50,1.984982,0.83100,1.77159
51,2.024252,0.78100,1.77159
52,1.887099,0.72600,1.77159
53,1.984982,0.82100,1.77159
54,2.024252,0.77700,1.77159
55,1.887099,0.71500,1.77159
56,1.483136,0.35600,0.835889
57,1.483135,0.51600,0.835889
58,1.483136,0.69200,0.835889
59,1.483136,0.51700,0.835889
60,1.570437,0.66500,0.958442
61,1.570437,0.51700,0.958442
62,1.570437,0.38900,0.958442
63,1.570437,0.53900,0.958442
64,1.570439,0.38300,0.958442
65,1.570439,0.54200,0.958442
66,1.570439,0.67000,0.958442
67,1.570439,0.51800,0.958442
68,1.791233,0.57100,0.536948
69,1.791793,0.57300,0.536948
70,1.791233,0.57100,0.536948
71,1.791793,0.57300,0.536948
72,1.83038,0.70000,1.19422
73,1.891597,0.68400,1.19422
74,1.787077,0.65100,1.19422
75,1.83038,0.70700,1.19422
76,1.891597,0.67600,1.19422
77,1.787077,0.65200,1.19422
78,1.83038,0.70000,1.19422
79,1.891597,0.68400,1.19422
80,1.787077,0.65100,1.19422
81,1.83038,0.70700,1.19422
82,1.891597,0.67600,1.19422
83,1.787077,0.65200,1.19422
84,2.081644,0.75600,1.47381
85,2.101733,0.80300,1.47381
86,2.076089,0.73900,1.47381
87,2.081644,0.76600,1.47381
88,2.101733,0.81100,1.47381
89,2.076089,0.75500,1.47381
90,2.081644,0.75600,1.47381
91,2.101733,0.80300,1.47381
92,2.076089,0.73900,1.47381
93,2.081644,0.76600,1.47381
94,2.101733,0.81100,1.47381
95,2.076089,0.75500,1.47381
96,1.79593,0.53100,0.504105
97,1.783528,0.52300,0.504105
98,1.79593,0.53100,0.504105
99,1.783528,0.52300,0.504105
100,2.155888,0.83600,1.62609
101,2.149589,0.83000,1.62609
102,2.157653,0.84300,1.62609
103,2.155888,0.83800,1.62609
104,2.149589,0.83000,1.62609
105,2.157653,0.83600,1.62609
106,2.155888,0.82800,1.62609
107,2.149589,0.83000,1.62609
108,2.157653,0.83200,1.62609
109,2.155888,0.83800,1.62609
110,2.149589,0.83000,1.62609
111,2.157653,0.84300,1.62609
112,2.155887,0.83600,1.62609
113,2.149589,0.83000,1.62609
114,2.157653,0.84300,1.62609
115,2.155887,0.83800,1.62609
116,2.149589,0.83000,1.62609
117,2.157653,0.83600,1.62609
118,2.155887,0.82800,1.62609
119,2.149589,0.83000,1.62609
120,2.157653,0.83200,1.62609
121,2.155887,0.83800,1.62609
122,2.149589,0.83000,1.62609
123,2.157653,0.84300,1.62609
124,1.771489,0.57000,0.548833
125,1.806367,0.56600,0.548833
126,1.815642,0.55700,0.548833
127,1.771488,0.57000,0.548833
128,1.806367,0.56600,0.548833
129,1.815642,0.55700,0.548833
130,1.885892,0.57800,0.581795
131,1.71148,0.53000,0.581795
132,1.761516,0.55300,0.581795
133,1.788483,0.55700,0.581795
134,1.885891,0.57700,0.581795
135,1.711479,0.53000,0.581795
136,1.761514,0.55500,0.581795
137,1.788483,0.55600,0.581795
138,1.885891,0.57800,0.581795
139,1.711479,0.53000,0.581795
140,1.761516,0.55300,0.581795
141,1.788483,0.55700,0.581795
142,1.885891,0.57700,0.581795
143,1.711478,0.53000,0.581795
144,1.761514,0.55500,0.581795
145,1.788483,0.55600,0.581795
146,1.547958,0.44300,0.402968
147,1.547958,0.44600,0.402968
148,1.798323,0.57000,0.857179
149,1.866036,0.65000,0.857179
150,1.801005,0.56200,0.857179
151,1.866521,0.65000,0.857179
152,1.803529,0.56800,0.857179
153,1.864892,0.65300,0.857179
154,1.798323,0.57000,0.857179
155,1.866037,0.65000,0.857179
156,1.801006,0.56200,0.857179
157,1.866521,0.65000,0.857179
158,1.80353,0.56800,0.857179
159,1.864893,0.65300,0.857179
160,1.574644,0.46800,0.515357
161,1.73392,0.53400,0.515357
162,1.574644,0.47900,0.515357
163,1.733919,0.64500,0.515357
164,1.574644,0.48100,0.515357
165,1.73392,0.42100,0.515357
166,1.574644,0.46900,0.515357
167,1.733919,0.53000,0.515357
168,1.574643,0.52900,0.515357
169,1.733919,0.58900,0.515357
170,1.574643,0.53000,0.515357
171,1.733919,0.58900,0.515357
172,1.574643,0.53000,0.515357
173,1.733919,0.47300,0.515357
174,1.574643,0.52900,0.515357
175,1.733919,0.47200,0.515357
176,1.361119,0.43800,0.411922
177,1.361119,0.43800,0.411922
178,1.361119,0.43500,0.411922
179,1.361119,0.43800,0.411922
180,1.361119,0.43800,0.411922
181,1.361119,0.43800,0.411922
182,1.361119,0.43500,0.411922
183,1.361119,0.43800,0.411922
184,1.844524,0.80900,1.76736
185,1.837857,0.78800,1.76736
186,1.844531,0.80900,1.76736
187,1.837848,0.78800,1.76736
188,1.84452,0.80800,1.76736
189,1.837887,0.78800,1.76736
190,1.844524,0.80100,1.76736
